"Name"	"dX"	"Nv"	"dR"	"Tc"
"1322"	"[Bi1.6Pb0.4Sr2Ca0.6Nd0.4]Cu2O8.26"	-1.87937090432503	5.73787680209699	1.73175884665793	85
"1323"	"[Bi1.4Pb0.6Sr1.4Ca1Nd0.6]Cu2O8.22"	-1.88541392904074	5.73718791064389	1.74345335085414	25
"1324"	"[Bi1.4Pb0.6Sr2Ca0.4Nd0.6]Cu2O8.24"	-1.88482939632546	5.73753280839895	1.75108661417323	65
"1325"	"[Bi2Sr1.6La0.4]Cu1O6.26"	-1.68188277087034	5.59147424511545	1.69209591474245	14.3
"1326"	"[Bi1.8Pb0.2Sr1.6La0.4]Cu1O6.182"	-1.69951708102307	5.57073868717582	1.70639420497228	13.7
"1327"	"[Bi1.7Pb0.3Sr1.6La0.4]Cu1O6.141"	-1.70873350686653	5.56018310744098	1.71392603895521	20.2
"1328"	"[Bi1.6Pb0.4Sr1.6La0.4]Cu1O6.082"	-1.72080851831799	5.54881790290561	1.72430969139145	23
"1329"	"[Bi1.5Pb0.5Sr1.6La0.4]Cu1O6.055"	-1.72799638172772	5.53867028493894	1.7297829036635	28.4
"1330"	"[Bi1.4Pb0.6Sr1.6La0.4]Cu1O6.068"	-1.72894831947958	5.53017708709794	1.7290115648717	28
"1331"	"[Bi1.2Pb0.8Sr1.6La0.4]Cu1O6.014"	-1.74341746867623	5.50971490829853	1.74002179044852	17.3
"1332"	"[Bi1Pb1Sr1.6La0.4]Cu1O6.065"	-1.74134658834162	5.4938996836873	1.73452327157704	19.8
"1333"	"[Bi1.5Pb0.5Sr1.8La0.2]Cu1O5.983"	-1.74533369753255	5.51743603751252	1.74467358645179	9.2
"1334"	"[Bi1.5Pb0.5Sr1.7La0.3]Cu1O5.993"	-1.74074410988811	5.52697170926954	1.74131265350678	15.6
"1335"	"[Bi1.5Pb0.5Sr1.6La0.4]Cu1O6.044"	-1.72971749366172	5.53821079319087	1.73150579500181	28.1
"1336"	"[Bi1.5Pb0.5Sr1.5La0.5]Cu1O6.074"	-1.72205165251941	5.54849196315694	1.72505418096442	18.1
"1337"	"[Bi1.5Pb0.5Sr1.4La0.6]Cu1O6.118"	-1.71226839359597	5.55927325058464	1.71647328656233	10.8
"1338"	"[Nd1.4Ba1.6]Cu3O7"	-2.06769230769231	6.33846153846154	1.45384615384615	15.7
"1339"	"[Y1Ba2][Cu2.97Co0.03]O7"	1.47015384615385	6.30307692307692	0.146153846153846	90.5
"1340"	"[Y1Ba2][Cu2.91Co0.09]O7"	1.45046153846154	6.29384615384615	0.146769230769231	70
"1341"	"[Y1Ba2][Cu2.79Co0.21]O7"	1.41107692307692	6.27538461538462	0.148	31.55
"1342"	"[Y1Ba2][Cu2.775Zn0.225]O7"	1.43846153846154	6.325	0.164307692307693	29.7
"1343"	"[Tl1Ba1Ca3]Cu3O9"	-2.06682352941176	5.76470588235294	1.69115294117647	123
"1344"	"[Tl1.8Ba2Ca2.2]Cu3O10"	-2.05389473684211	5.62105263157895	1.76510526315789	120
"1345"	"[Tl1Sr2Sr0.5Y0.5]Cu2O7"	-1.99846153846154	5.65384615384615	1.72846153846154	83.5
"1346"	"[Tl1Sr2Sr0.5La0.5]Cu2O7"	-2.00076923076923	5.65384615384615	1.73384615384615	90
"1347"	"[Tl1Sr2Sr0.5Pr0.5]Cu2O7"	-2.01038461538462	5.65384615384615	1.78769230769231	84.5
"1348"	"[Tl1Sr2Sr0.5Nd0.5]Cu2O7"	-2.00653846153846	5.65384615384615	1.76884615384615	86
"1349"	"[Tl1Sr2Sr0.5Sm0.5]Cu2O7"	-2.00653846153846	5.65384615384615	1.77461538461538	75
"1350"	"[Tl1Sr2Sr0.5Eu0.5]Cu2O7"	-2.00846153846154	5.65384615384615	1.76692307692308	71
"1351"	"[Tl1Sr2Sr0.5Gd0.5]Cu2O7"	-2.01038461538462	5.65384615384615	1.76576923076923	83.5
"1352"	"[Tl1Sr2Sr0.5Tb0.5]Cu2O7"	-2.00653846153846	5.65384615384615	1.765	82.5
"1353"	"[Tl1Sr2Sr0.5Dy0.5]Cu2O7"	-2.00846153846154	5.65384615384615	1.75653846153846	82
"1354"	"[Tl1Sr2Sr0.5Ho0.5]Cu2O7"	-2.00653846153846	5.65384615384615	1.75576923076923	83.5
"1355"	"[Tl1Sr2Sr0.5Er0.5]Cu2O7"	-2.00653846153846	5.65384615384615	1.755	83.5
"1356"	"[Tl1Sr2Sr0.5Tm0.5]Cu2O7"	-2.00653846153846	5.65384615384615	1.75384615384615	84.5
"1357"	"[Tl1Sr2Sr0.5Yb0.5]Cu2O7"	-2.01038461538462	5.65384615384615	1.75346153846154	81.5
"1358"	"[Tl2Sr2Sr0.5Lu0.5]Cu2O7"	-2.11957142857143	5.46428571428571	1.91614285714286	81.5
"1359"	"[Bi1.6Pb0.4Sr1.8Ca1Nd0.2]Cu2O8.11"	-1.89786896095301	5.72203838517538	1.72989013898081	87
"1360"	"[Bi1.6Pb0.4Sr2Ca0.8Nd0.2]Cu2O8.16"	-1.89224274406332	5.72295514511873	1.7275092348285	87
"1361"	"[Bi1.4Pb0.6Sr1.8Ca1Nd0.2]Cu2O8"	-1.91530666666667	5.70666666666667	1.744064	84
"1362"	"[Bi1.4Pb0.6Sr2Ca0.8Nd0.2]Cu2O8"	-1.91594666666667	5.70666666666667	1.747424	87
"1363"	"[Bi1.4Pb0.6Sr1.6Ca1Nd0.4]Cu2O8"	-1.91418666666667	5.72	1.756544	62
"1364"	"[Bi2.4Pb0.6Sr2Ca0.6Nd0.4]Cu2O8"	-1.96916666666667	5.675	1.8769	77
"1365"	"[Sr0.95Nd0.05]Cu1O2"	-2.24	6.2625	1.575	29.35
"1366"	"[Sr0.86Nd0.14]Cu1O2"	-2.24	6.285	1.575	37.5
"1367"	"[Sr0.84Nd0.16]Cu1O2"	-2.24	6.29	1.575	32
"1368"	"[Sr0.85Pr0.15]Cu1O2"	-2.24	6.2875	1.575	39
"1369"	"[Y0.75Pr0.2Ca0.05Ba2]Cu3O7"	-2.06769230769231	6.30384615384615	1.45384615384615	73.15
"1370"	"[Y0.7Pr0.2Ca0.1Ba2]Cu3O7"	-2.06769230769231	6.3	1.45384615384615	70.1333333333333
"1371"	"[Y0.6Pr0.2Ca0.2Ba2]Cu3O7"	-2.06769230769231	6.29230769230769	1.45384615384615	55.8
"1372"	"Li1Ti1O4"	-1.61333333333333	4.83333333333333	0.763333333333333	12.15
"1373"	"[Pb1Sr0.8Ba1.2Y0.7Ca0.3]Cu3O8.41"	-1.99811810512654	6.11031797534069	1.54569759896171	42
"1374"	"[Pb1Sr0.8Ba1.2Y0.7Ca0.3]Cu3O7"	-2.19935714285714	6.12142857142857	1.70137142857143	78
"1375"	"[Pb0.5Sr2Y0.6Ca0.4]Cu2.5O6.97"	-2.03925542460623	6.0077101002313	1.60211477034916	67
"1376"	"[Pb0.8Sr1Ba1.2Y0.7Ca0.3]Cu3O7.59"	-2.11583276216587	6.08910212474297	1.64024674434544	40
"1377"	"[Pb0.8Sr1Ba1.2Y0.7Ca0.3]Cu3O8.28"	-2.02028795811518	6.08507853403141	1.5661780104712	74
"1378"	"[Pb0.8Sr1Ba1.2Y0.7Ca0.3]Cu3O8.35"	-2.01107491856678	6.08469055374593	1.55903583061889	77
"1379"	"[Pb0.8Sr0.8Ba1.2Y0.7Ca0.3]Cu3.2O8.3"	-2.0296525627795	6.20261437908497	1.51400206398349	75
"1380"	"[La1.9Ba0.1][Cu0.99Ga0.01]O4"	-1.84317142857143	5.83142857142857	1.64977142857143	14.3
"1381"	"[La1.88Ba0.12][Cu0.99Ga0.01]O4"	-1.84394285714286	5.82857142857143	1.65069142857143	8.2
"1382"	"[La1.87Ba0.13][Cu0.99Ga0.01]O4"	-1.84432857142857	5.82714285714286	1.65115142857143	4.5
"1383"	"[La1.84Ba0.16][Cu0.99Ga0.01]O4"	-1.84548571428571	5.82285714285714	1.65253142857143	8.3
"1384"	"[La1.82Ba0.18][Cu0.99Ga0.01]O4"	-1.84625714285714	5.82	1.65345142857143	8.6
"1385"	"[La1.9Ba0.1][Cu0.99Zn0.01]O4"	-1.84465714285714	5.84428571428571	1.65082857142857	9.8
"1386"	"[La1.84Ba0.16][Cu0.99Zn0.01]O4"	-1.84697142857143	5.83571428571429	1.65358857142857	12.4
"1387"	"[La1.82Ba0.18][Cu0.99Zn0.01]O4"	-1.84774285714286	5.83285714285714	1.65450857142857	13.9
"1388"	"[La1.7Ba0.3][Cu0.99Zn0.01]O4"	-1.85237142857143	5.81571428571429	1.66002857142857	5
"1389"	"[La1.94Ba0.06]Cu1O4"	-1.84517142857143	5.84857142857143	1.64990285714286	14.0666666666667
"1390"	"[Y1Ba2][Cu2.7Ga0.3]O6.93"	1.36852900232019	6.12374323279196	0.216679814385151	75
"1391"	"[Y1Ba2][Cu2.88Zn0.12]O6.92"	1.43931145510836	6.31888544891641	0.17608173374613	53
"1392"	"[Tl0.8Pb0.2Sr2.5Pr0.5]Cu2O7"	-2.00684615384615	5.66923076923077	1.78546153846154	90
"1393"	"[La1.93Ba0.07]Cu1O4"	-1.84555714285714	5.84714285714286	1.65036285714286	21.2
"1394"	"[La1.903Ba0.097]Cu1O4"	-1.84659857142857	5.84328571428571	1.65160485714286	26
"1395"	"[La1.892Ba0.108]Cu1O4"	-1.84702285714286	5.84171428571429	1.65211085714286	16.4
"1396"	"[La1.86Ba0.14]Cu1O4"	-1.84825714285714	5.83714285714286	1.65358285714286	19.2433333333333
"1397"	"[La1.843Ba0.157]Cu1O4"	-1.84891285714286	5.83471428571429	1.65436485714286	25.3
"1398"	"[La1.823Ba0.177]Cu1O4"	-1.84968428571429	5.83185714285714	1.65528485714286	25.5
"1399"	"[La1.801Ba0.199]Cu1O4"	-1.85053285714286	5.82871428571429	1.65629685714286	23.5
"1400"	"[La1.782Ba0.218]Cu1O4"	-1.85126571428571	5.826	1.65717085714286	21.6
"1401"	"[La1.751Ba0.249]Cu1O4"	-1.85246142857143	5.82157142857143	1.65859685714286	13.7
"1402"	"[La1.7Ba0.3]Cu1O4"	-1.85442857142857	5.81428571428571	1.66094285714286	12.85
"1403"	"[La1.65Ba0.35]Cu1O4"	-1.85635714285714	5.80714285714286	1.66324285714286	4.2
"1404"	"[La1.6Ba0.4]Cu1O4"	-1.85828571428571	5.8	1.66554285714286	4.2
"1405"	"[La1.9Ba0.1][Cu0.99Ni0.01]O4"	-1.84282857142857	5.84142857142857	1.65254285714286	17
"1406"	"[La1.882Ba0.118][Cu0.99Ni0.01]O4"	-1.84352285714286	5.83885714285714	1.65337085714286	12.7
"1407"	"[La1.869Ba0.131][Cu0.99Ni0.01]O4"	-1.84402428571429	5.837	1.65396885714286	7
"1408"	"[La1.86Ba0.14][Cu0.99Ni0.01]O4"	-1.84437142857143	5.83571428571429	1.65438285714286	11
"1409"	"[La1.842Ba0.158][Cu0.99Ni0.01]O4"	-1.84506571428571	5.83314285714286	1.65521085714286	19
"1410"	"[La1.822Ba0.178][Cu0.99Ni0.01]O4"	-1.84583714285714	5.83028571428571	1.65613085714286	18.2
"1411"	"Ba2Cu3O7"	-1.86666666666667	6.58333333333333	2.2205	92
"1416"	"[Tl1Ba1.8La0.2]Cu1O5"	-1.89274074074074	5.35555555555556	1.8229037037037	42
"1418"	"Ba1[Pb0.75Bi0.25]O3"	-1.792	4.85	2.3496	11.725
"1419"	"[Bi2Sr1.9Pb0.1]Cu1O6"	-1.72286363636364	5.56363636363636	1.72390909090909	8
"1420"	"[Tl1Ba2Ca1]Cu2O8"	-1.87	5.64285714285714	1.62707142857143	105.981666666667
"1421"	"[Pr1Tl2Sr2Ca4]Cu5O2"	0.954722222222222	5.5	-1.66347222222222	88
"1422"	"[Pr2Sr0.8La1.2]Cu2O6"	-2.20633333333333	5.76666666666667	2.16366666666667	31
"1423"	"[Bi1.3Pb0.7Sr2Ca2]Cu3O10"	-2.0038947368421	5.80526315789474	1.71521578947368	116
"1424"	"[Bi1.3Pb0.5Sb0.2Sr2Ca2]Cu3O10"	-2.00157894736842	5.81578947368421	1.71179473684211	92.5
"1425"	"[Bi1.7Pb0.2V0.1Sr2Ca2]Cu3O10"	-1.99768421052632	5.83157894736842	1.71504736842105	110
"1426"	"[Bi1.3Pb0.5V0.2Sr2Ca2]Cu3O10"	-2.00073684210526	5.81578947368421	1.71879473684211	111.5
"1427"	"[Bi1.7Pb0.2Mo0.1Sr2Ca2]Cu3O10"	-1.99915789473684	5.83684210526316	1.71657368421053	110
"1428"	"[Bi1.3Pb0.5Mo0.2Sr2Ca2]Cu3O10"	-2.00368421052632	5.82631578947368	1.72184736842105	113.5
"1429"	"[Bi1.7Pb0.2W0.1Sr2Ca2]Cu3O10"	-1.99994736842105	5.83684210526316	1.71665263157895	103
"1430"	"[Bi1.3Pb0.5W0.2Sr2Ca2]Cu3O10"	-2.00526315789474	5.82631578947368	1.72200526315789	94.5
"1431"	"[Eu2.667Ce1.333La1.333Ba1.333Sr1.333]Cu6O15"	-2.15164953957463	6.11507293354943	1.74655574161157	28.5
"1432"	"[Nd1.4Ce0.2Sr0.4]Cu1O4"	-1.89257142857143	5.8	1.87714285714286	22.9
"1433"	"[Y0.8Ca0.2Ba2]Cu3O6.1"	-2.22148760330578	6.31404958677686	1.56198347107438	50
"1434"	"[Sb1Pb1Ca1Ba2]Cu2O8"	-1.93146666666667	5.66666666666667	1.74672	25
"1435"	"[Y1Ba2][Cu2W1]O7"	-1.96615384615385	5.92307692307692	2.56892307692308	69.25
"1436"	"[La1Ca1Ba1][Cu2.95Zn0.05]O7"	1.48	6.31153846153846	0.0693333333333328	55
"1437"	"[La1Ca1Ba1][Cu2.9Zn0.1]O7"	1.47076923076923	6.31538461538462	0.0734358974358973	37
"1438"	"[La1Ca1Ba1][Cu2.8Zn0.2]O7"	1.45230769230769	6.32307692307692	0.081641025641026	30
"1439"	"[La1Ca1Ba1][Cu2.7Zn0.3]O7"	1.43384615384615	6.33076923076923	0.0898461538461539	20
"1440"	"[La1Ba1Ca1]Cu3O6.856"	-2.09085252022402	6.31113876789048	1.47013067828251	66
"1441"	"[La1Ba1Ca1][Cu2.9Ni0.1]O6.85"	1.41956939040208	6.30350194552529	0.0956083009079123	45
"1442"	"[La1Ba1Ca1][Cu2.8Ni0.2]O6.837"	1.38177705071278	6.29601931915557	0.0917524343694014	30
"1443"	"[La1Ba1Ca1][Cu2.7Ni0.3]O6.848"	1.34960398505604	6.28798256537983	0.0818069738480696	28
"1444"	"[La1Ba1Ca1][Cu2.6Ni0.4]O6.854"	1.31624874228515	6.2800684611794	0.073130335563508	24
"1445"	"[Nd1.42Ce0.18Sr0.4]Cu1O4"	-1.89228571428571	5.8	1.87568571428571	17.3
"1446"	"[Nd1.38Ce0.22Sr0.4]Cu1O4"	-1.89285714285714	5.8	1.8786	18.2
"1447"	"[Bi2Ca2.5Pr0.5]Cu2O8.53"	-1.83734707018674	5.77462974887315	1.69290405666452	45
"1448"	"[Bi2Ca2.5Nd0.5]Cu2O8.43"	-1.84536616979909	5.77316915100454	1.6848217757615	33.5
"1449"	"[Bi2Ca2.5Sm0.5]Cu2O8.33"	-1.85740378343118	5.7716894977169	1.70168297455969	22
"1450"	"[Bi2Ca2.5Eu0.5]Cu2O8.31"	-1.86178967994775	5.77139124755062	1.69606792945787	7
"1451"	"[Bi2Ca2.5Gd0.5]Cu2O8.33"	-1.86131767775603	5.7716894977169	1.69268101761252	4
"1452"	"[Bi2Sr1.8Li0.2Ca1]Cu2O8"	-1.90954666666667	5.72	1.70152	77
"1453"	"[Bi2Sr1.6Li0.4Ca1]Cu2O7.87"	-1.92995292535306	5.70410221923336	1.69057162071285	86
"1454"	"[Bi2Sr1.4Li0.6Ca1]Cu2O7.7"	-1.95602721088435	5.68707482993197	1.684	94
"1455"	"[Bi1.4Pb0.6Sr2Ca2]Cu3O7"	-2.37825	5.775	2.0362375	108.5
"1456"	"[Bi1.4Pb0.6Sr2Ca1.9Ga0.1]Cu3O7"	-2.3749375	5.78125	2.02808125	104.4
"1457"	"[Bi1.4Pb0.6Sr2Ca1.8Ga0.2]Cu3O7"	-2.371625	5.7875	2.019925	68.2
"1458"	"[Bi1.4Pb0.6Sr2Ca1.7Ga0.3]Cu3O7"	-2.3683125	5.79375	2.01176875	67.4
"1459"	"[Bi1.4Pb0.6Sr2Ca1.6Ga0.4]Cu3O7"	-2.365	5.8	2.0036125	69.4
"1460"	"[Bi1.4Pb0.6Sr2Ca1.4Ga0.6]Cu3O7"	-2.358375	5.8125	1.9873	70.6
"1461"	"[Bi1.4Pb0.6Sr2Ca1.2Ga0.8]Cu3O7"	-2.35175	5.825	1.9709875	67.7
"1462"	"[Bi1.4Pb0.6Sr2Ca1Ga1]Cu3O7"	-2.345125	5.8375	1.954675	66.5
"1463"	"[Bi1.4Pb0.6Sr2Ga2]Cu3O7"	-2.312	5.9	1.8731125	62.7
"1464"	"[La1.875Ba0.125]Cu1O4"	-1.84767857142857	5.83928571428571	1.65289285714286	15.77
"1465"	"[La1.875Ba0.1Sr0.025]Cu1O4"	-1.8475	5.83928571428571	1.65220714285714	6
"1466"	"[La1.875Ba0.075Sr0.05]Cu1O4"	-1.84732142857143	5.83928571428571	1.65152142857143	8.8
"1467"	"[La1.875Ba0.05Sr0.075]Cu1O4"	-1.84714285714286	5.83928571428571	1.65083571428571	15.25
"1468"	"[La1.875Ba0.025Sr0.1]Cu1O4"	-1.84696428571429	5.83928571428571	1.65015	29.65
"1469"	"[Yb0.7Ca0.3Ba1.6Sr0.4]Cu3O6.78"	-2.10328638497653	6.28951486697965	1.47887323943662	36.5666666666667
"1470"	"[Yb0.7Ca0.3Ba1.6Sr0.4]Cu3O6.73"	-2.11154752553024	6.29065200314218	1.48468185388845	68.05
"1471"	"[Yb0.7Ca0.3Ba1.6Sr0.4]Cu3O6.56"	-2.14012738853503	6.29458598726115	1.50477707006369	81.35
"1472"	"[Yb0.7Ca0.3Ba1.6Sr0.4]Cu3O6.43"	-2.16251005631537	6.29766693483508	1.52051488334674	65.3
"1473"	"[Bi1.7Pb0.3Sb0.05Sr2Ca2]Cu3O10"	-2.00195657361012	5.8241469816273	1.71812403201666	106
"1474"	"[Bi1.7Pb0.3Sb0.1Sr2Ca2]Cu3O10"	-2.00460732984293	5.82198952879581	1.72292318255944	106.3
"1475"	"C60Rb3"	-0.14952380952381	3.85714285714286	0.329523809523809	28.7388888888889
"1476"	"C60K3"	-0.14952380952381	3.85714285714286	0.29047619047619	17.9317073170732
"1477"	"Cs3C60"	-0.152380952380952	3.85714285714286	0.349523809523809	34.75
"1478"	"Cs2Rb1C60"	-0.15047619047619	3.85714285714286	0.336190476190476	33
"1479"	"Cs1Rb2C60"	-0.151428571428571	3.85714285714286	0.342857142857143	31
"1480"	"Rb3C60C60"	-0.153170731707317	3.92682926829268	0.337560975609756	29
"1481"	"C60Rb2"	-0.101290322580645	3.90322580645161	0.223225806451613	29
"1482"	"C60Rb4"	-0.19625	3.8125	0.4325	29
"1483"	"[La1.87Sr0.125]Cu1.07O4"	-1.8764616069544	5.89242745930644	1.64102178659671	26.4
"1484"	"[La1.88Sr0.125]Cu0.97O4"	-1.83476580949061	5.81505376344086	1.65459882551685	28.4
"1485"	"Nd2Cu1[F0.2O3.8]"	-1.90542857142857	5.88571428571428	1.90971428571429	27
"1486"	"Nd2Cu1[F0.3O3.7]"	-1.91528571428571	5.9	1.911	26.9285714285714
"1487"	"Nd2Cu1[F0.4O3.6]"	-1.92514285714286	5.91428571428571	1.91228571428571	18.5
"1488"	"Nd2Cu1[F0.5O3.5]"	-1.935	5.92857142857143	1.91357142857143	17.5
"1489"	"[Sr2Y0.7Ca0.3][Cu2.35Pb0.65]O7"	-1.95753846153846	5.93461538461538	2.45630769230769	20
"1490"	"[Sr2Y0.65Ca0.35][Cu2.325Pb0.675]O7"	-1.96123076923077	5.91730769230769	2.45723076923077	40
"1491"	"[Bi2La0.5Ca2.5]Cu2O8"	-1.89226666666667	5.76666666666667	1.69672	43.5
"1492"	"[Bi2Pr0.5Ca2.5]Cu2O8"	-1.90226666666667	5.76666666666667	1.75272	38.5
"1493"	"[Bi2Nd0.5Ca2.5]Cu2O8"	-1.89826666666667	5.76666666666667	1.73312	43.5
"1494"	"[Bi2Sm0.5Ca2.5]Cu2O8"	-1.89826666666667	5.76666666666667	1.73912	36.5
"1495"	"[Bi2Eu0.5Ca2.5]Cu2O8"	-1.90026666666667	5.76666666666667	1.73112	31.5
"1496"	"[Bi2Gd0.5Ca2.5]Cu2O8"	-1.90226666666667	5.76666666666667	1.72992	28.5
"1497"	"[Bi2La0.25Pr0.25Ca2.5]Cu2O8"	-1.89726666666667	5.76666666666667	1.72472	53.5
"1498"	"[Bi2La0.25Nd0.25Ca2.5]Cu2O8"	-1.89526666666667	5.76666666666667	1.71492	51
"1499"	"[Bi2La0.25Sm0.25Ca2.5]Cu2O8"	-1.89526666666667	5.76666666666667	1.71792	47.5
"1500"	"[Bi2La0.25Eu0.25Ca2.5]Cu2O8"	-1.89626666666667	5.76666666666667	1.71392	46.5
"1501"	"[Bi2La0.25Gd0.25Ca2.5]Cu2O8"	-1.89726666666667	5.76666666666667	1.71332	49
"1502"	"[Bi2.15Sr1.85]Cu1O5.4"	-1.81180288461538	5.5625	1.81327644230769	6
"1503"	"[Pb0.75Sr2Ca0.5Y0.5]Cu2.25O7"	-2.00984615384615	5.86538461538461	1.65738461538462	45
"1504"	"[Sr2Ca0.5Y0.5][Cu2.25In0.2Pb0.55]O7"	-1.97230769230769	5.85	2.46	60
"1505"	"[Bi2Sr2Ca0.8Pr0.2]Cu2O8"	-1.90698666666667	5.74666666666667	1.7508	74.19
"1506"	"[Bi2Sr2Ca0.7Pr0.3]Cu2O8"	-1.90754666666667	5.75333333333333	1.76264	55.1
"1507"	"[Bi2Sr2Ca0.6Pr0.4]Cu2O8"	-1.90810666666667	5.76	1.77448	50.7142857142857
"1508"	"[Bi2Sr2Ca0.9Gd0.1]Cu2O8"	-1.90642666666667	5.74	1.7344	76.425
"1509"	"[Bi2Sr2Ca0.8Gd0.2]Cu2O8"	-1.90698666666667	5.74666666666667	1.74168	69.775
"1510"	"[Bi2Sr2Ca0.7Gd0.3]Cu2O8"	-1.90754666666667	5.75333333333333	1.74896	50.2
"1511"	"[Bi2Sr2Ca0.6Gd0.4]Cu2O8"	-1.90810666666667	5.76	1.75624	34.8
"1512"	"[Bi2Sr2Ca0.4Y0.6]Cu2O8"	-1.89434666666667	5.77333333333333	1.72424	9
"1513"	"[Y1Ba2][Cu2.95Li0.05]O7"	1.48461538461538	6.26923076923077	0.156871794871795	82
"1514"	"[Y1Ba2][Cu2.9Li0.1]O7"	1.48923076923077	6.23076923076923	0.167897435897436	78
"1515"	"[Y1Ba2][Cu2.98Li0.2]O7"	-2.00079480058408	6.22003034901366	2.57612019354654	77
"1516"	"[Y1Ba1Na0.05]Cu3O7"	-1.77112033195021	6.64315352697095	2.08112033195021	84
"1517"	"[Y1Ba1Na0.1]Cu3O7"	-1.78545454545455	6.6198347107438	2.09561983471074	84
"1518"	"[Y1Ba1Na0.2]Cu3O7"	-1.81377049180328	6.57377049180328	2.12426229508197	84
"1519"	"[Y1Ba1.95K0.05]Cu3O7"	-2.06769230769231	6.30384615384615	1.45384615384615	86.8
"1520"	"[Y1Ba1.9K0.1]Cu3O7"	-2.06769230769231	6.3	1.45384615384615	81.65
"1521"	"[Y1Ba1.8K0.2]Cu3O7"	-2.06769230769231	6.29230769230769	1.45384615384615	78.5
"1522"	"[Bi1.8Ga0.2Sr1.8Ca1.2]Cu2O8"	-1.91226666666667	5.70666666666667	1.718928	56.5
"1523"	"[Bi1.5Ga0.5Sr1.8Ca1.2]Cu2O8"	-1.92282666666667	5.66666666666667	1.71168	41
"1524"	"[Bi1Ga1Sr1.8Ca1.2]Cu2O8"	-1.94042666666667	5.6	1.6996	24.8
"1525"	"[Pb2Sr2Eu1]Cu3O8"	-2.1475	6	1.792	71
"1526"	"[Pb2Sr2Dy1]Cu3O8"	-2.1475	6	1.7785	76.5
"1527"	"[Pb2Sr2Y1]Cu3O8"	-2.1345	6	1.742	53.25
"1528"	"[Bi2Sr1.5Ca1.5]Cu2O8"	-1.90426666666667	5.73333333333333	1.71872	95
"1529"	"[Tl2Ba2Ca2]Cu3O9.83"	-2.06691449814126	5.62825278810409	1.77291556027616	114
"1530"	"[Tl1.8Ba2Ca2.2]Cu3O9.92"	-2.06257928118393	5.61945031712474	1.77256871035941	112
"1531"	"[Tl1.7Ba2Ca2.3]Cu3O9.82"	-2.07630180658873	5.61211477151966	1.78605207226355	116
"1532"	"[Tl1.6Ba2Ca2.4]Cu3O9.67"	-2.09576861274772	5.60364220674879	1.80449919657204	118
"1533"	"[Tl1.4Ba2Ca2.6]Cu3O9.53"	-2.11721532649757	5.58985429033999	1.82638963842418	118
"1534"	"[Y1Ba2][Cu4Li0.016]O8"	-2.00540338380097	6.59403303143314	2.43692853519327	77
"1535"	"[Y1Ba2][Cu4Li0.031]O8"	-2.00796582853057	6.58845053555984	2.43741808465597	72
"1536"	"[Y1Ba2][Cu4Li0.062]O8"	-2.01325159405133	6.57694861240207	2.43841187199261	64
"1537"	"[Y1Ba2][Cu4Li0.125]O8"	-2.02395191585274	6.55371900826446	2.44035912847483	58
"1538"	"[Y1Ba2][Cu4Li0.25]O8"	-2.04501446480231	6.50819672131148	2.44395178399229	58
"1539"	"[Y1Ba2]Cu3O6.99"	-2.06928406466513	6.30792917628945	1.45496535796767	90.375
"1540"	"[Y1Ba1.9La0.1]Cu3O7.06"	-2.05819295558959	6.31393568147014	1.44716692189893	91.9
"1541"	"[Y1Ba1.8La0.2]Cu3O7.05"	-2.05977011494253	6.32183908045977	1.44827586206897	77.3
"1543"	"[Y1Ba1.6La0.4]Cu3O7.11"	-2.05034324942792	6.33562166285278	1.441647597254	49.3
"1544"	"[Y1Ba1.5La0.5]Cu3O7.19"	-2.03790750568613	6.34116755117513	1.43290371493556	38.3
"1545"	"[Y1Ba1.7La0.3]Cu3O7.1"	-2.05190839694656	6.32824427480916	1.44274809160305	73.5
"1546"	"[Pb0.5Sr2Ca0.5Nd0.5]Cu2.5O7"	-2.04021978021978	6	1.62175824175824	60
"1547"	"[Pb0.5Sr2Ca0.5Sm0.5]Cu2.5O7"	-2.04021978021978	6	1.62505494505494	62
"1548"	"[Pb0.5Sr2Ca0.5Eu0.5]Cu2.5O7"	-2.04131868131868	6	1.62065934065934	60
"1549"	"[Pb0.5Sr2Ca0.5Gd0.5]Cu2.5O7"	-2.04241758241758	6	1.62	60
"1550"	"[Pb0.5Sr2Ca0.5Dy0.5]Cu2.5O7"	-2.04131868131868	6	1.61472527472527	65.9
"1551"	"[Pb0.5Sr2Ca0.5Ho0.5]Cu2.5O7"	-2.04021978021978	6	1.61428571428571	67.9
"1552"	"[Pb0.5Sr2Ca0.5Er0.5]Cu2.5O7"	-2.04021978021978	6	1.61384615384615	70
"1553"	"[Pb0.5Sr2Ca0.5Tm0.5]Cu2.5O7"	-2.04021978021978	6	1.61318681318681	72
"1554"	"[Gd1Ba2][Cu2.8Ni0.2]O7"	-2.06153846153846	6.29230769230769	2.86738461538462	55.1
"1555"	"[Gd1Ba2][Cu2.7Ni0.3]O7"	-2.06153846153846	6.28461538461539	2.86738461538461	32.3
"1556"	"[Gd1Ba2][Cu2.9Co0.1]O7"	-2.06153846153846	6.29230769230769	2.86738461538462	76
"1557"	"[Gd1Ba2][Cu2.8Co0.2]O7"	-2.06153846153846	6.27692307692308	2.86738461538462	49
"1558"	"[Gd1Ba2][Cu2.7Co0.3]O7"	-2.06153846153846	6.26153846153846	2.86738461538462	13
